mode,seed,episode,reward,length,energy,phase
normal,42,101,733.191588,1600.0,2373.899999999946,training
normal,42,102,669.517934,1600.0,2356.8999999999446,training
normal,42,103,215.134592,1600.0,2377.0999999999467,training
normal,42,104,204.411803,1600.0,2335.199999999948,training
normal,42,105,-160.425956,77.0,128.80000000000007,training
normal,42,106,-196.383329,47.0,73.7,training
normal,42,107,-99.796239,72.0,109.60000000000002,training
normal,42,108,-245.298195,61.0,101.89999999999998,training
normal,42,109,-156.313262,92.0,156.1999999999999,training
normal,42,110,-160.321345,53.0,83.19999999999996,training
normal,42,111,-219.64088,100.0,172.59999999999997,training
normal,42,112,-154.471287,102.0,151.3,training
normal,42,113,369.252173,1600.0,2382.499999999946,training
normal,42,114,450.765052,1600.0,2390.3999999999437,training
normal,42,115,-187.606535,58.0,90.29999999999993,training
normal,42,116,-145.733955,77.0,121.30000000000001,training
normal,42,117,410.394579,1600.0,2379.499999999946,training
normal,42,118,-101.508873,87.0,121.2,training
normal,42,119,815.901481,1600.0,2419.5999999999385,training
normal,42,120,885.20656,1600.0,2450.299999999936,training
normal,42,121,-417.516152,1600.0,2444.8999999999382,training
normal,42,122,-37.143569,1600.0,2454.8999999999332,training
normal,42,123,625.686865,1600.0,2430.8999999999364,training
normal,42,124,640.99463,1600.0,2419.599999999937,training
normal,42,125,1046.417983,1600.0,2471.299999999933,training
normal,42,126,-171.120411,103.0,127.59999999999997,training
normal,42,127,1292.213632,1600.0,2481.899999999932,training
normal,42,128,1121.054049,1600.0,2498.7999999999297,training
normal,42,129,817.914012,1600.0,2506.499999999928,training
normal,42,130,1492.090697,1600.0,2521.9999999999263,training
normal,42,131,-15.730326,1600.0,2459.499999999933,training
normal,42,132,1428.581253,1600.0,2533.799999999926,training
normal,42,133,-250.428804,71.0,102.09999999999994,training
normal,42,134,1000.663128,1600.0,2539.7999999999265,training
normal,42,135,344.140214,1600.0,2524.199999999927,training
normal,42,136,-100.719833,1600.0,2519.4999999999272,training
normal,42,137,232.420664,1600.0,2513.3999999999287,training
normal,42,138,165.342213,1600.0,2544.3999999999255,training
normal,42,139,-208.668621,60.0,93.89999999999996,training
normal,42,140,470.492174,1600.0,2529.3999999999273,training
normal,42,141,555.923861,1600.0,2524.39999999993,training
normal,42,142,570.109305,1600.0,2516.199999999928,training
normal,42,143,-185.829045,57.0,98.20000000000003,training
normal,42,144,1051.081974,1600.0,2492.8999999999314,training
normal,42,145,924.19809,1600.0,2505.89999999993,training
normal,42,146,1225.116653,1600.0,2511.799999999928,training
normal,42,147,-231.510322,1600.0,2530.099999999929,training
normal,42,148,232.904114,1600.0,2502.099999999929,training
normal,42,149,-88.493217,71.0,125.90000000000002,training
normal,42,150,1192.531832,1600.0,2530.1999999999302,training
normal,42,151,-112.458242,41.0,71.80000000000003,training
normal,42,152,751.465057,1600.0,2548.4999999999263,training
normal,42,153,815.101227,1600.0,2534.499999999928,training
normal,42,154,44.776655,1600.0,2537.5999999999262,training
normal,42,155,225.372996,1600.0,2533.2999999999283,training
normal,42,156,-265.55931,68.0,111.29999999999991,training
normal,42,157,692.096853,1600.0,2532.3999999999273,training
normal,42,158,-180.711387,82.0,160.29999999999993,training
normal,42,159,-349.64413,82.0,151.89999999999992,training
normal,42,160,-175.93538,49.0,91.9,training
normal,42,161,724.886313,1600.0,2562.899999999924,training
normal,42,162,-194.751987,53.0,95.69999999999992,training
normal,42,163,634.032433,1600.0,2527.199999999928,training
normal,42,164,1062.24476,1600.0,2517.299999999927,training
normal,42,165,-213.263769,63.0,104.09999999999998,training
normal,42,166,1148.039433,1600.0,2516.499999999929,training
normal,42,167,-239.805759,56.0,108.49999999999991,training
normal,42,168,-247.835284,150.0,283.49999999999983,training
normal,42,169,-196.18691,56.0,97.69999999999993,training
normal,42,170,-241.06425,66.0,118.0999999999999,training
normal,42,171,-222.489206,57.0,110.49999999999989,training
normal,42,172,-159.593313,1600.0,2520.199999999927,training
normal,42,173,-137.627484,90.0,146.50000000000003,training
normal,42,174,919.873497,1600.0,2509.2999999999283,training
normal,42,175,-147.563233,106.0,162.9,training
normal,42,176,-107.188279,112.0,157.6,training
normal,42,177,1159.344412,1600.0,2535.499999999925,training
normal,42,178,980.915695,1600.0,2517.7999999999297,training
normal,42,179,759.464061,1600.0,2504.5999999999285,training
normal,42,180,1481.61705,1600.0,2532.0999999999262,training
normal,42,181,547.151956,1600.0,2536.5999999999262,training
normal,42,182,723.35086,1600.0,2527.799999999928,training
normal,42,183,-218.118702,65.0,109.49999999999993,training
normal,42,184,382.122599,1600.0,2538.3999999999264,training
normal,42,185,858.551357,1600.0,2511.899999999928,training
normal,42,186,-193.759489,89.0,152.59999999999977,training
normal,42,187,855.248992,1600.0,2524.799999999928,training
normal,42,188,635.792889,1600.0,2505.09999999993,training
normal,42,189,192.791931,1600.0,2514.399999999929,training
normal,42,190,806.175428,1600.0,2532.7999999999256,training
normal,42,191,723.406309,1600.0,2520.2999999999283,training
normal,42,192,315.393022,1600.0,2469.5999999999394,training
normal,42,193,-277.670147,61.0,119.10000000000005,training
normal,42,194,406.330304,1600.0,2415.899999999943,training
normal,42,195,856.629056,1600.0,2456.399999999934,training
normal,42,196,888.108297,1600.0,2484.299999999935,training
normal,42,197,-161.196199,63.0,94.30000000000004,training
normal,42,198,1132.193525,1600.0,2448.499999999935,training
normal,42,199,768.084169,1600.0,2481.0999999999353,training
normal,42,200,1343.579722,1600.0,2506.19999999993,training
normal,42,201,627.455736,1600.0,2470.5999999999344,training
normal,42,202,1257.804869,1600.0,2502.2999999999292,training
normal,42,203,1408.966518,1600.0,2526.399999999928,training
normal,42,204,-102.505813,79.0,121.50000000000004,training
normal,42,205,1410.015511,1600.0,2508.8999999999273,training
normal,42,206,52.23101,1600.0,2491.9999999999277,training
normal,42,207,826.177839,1600.0,2501.9999999999304,training
normal,42,208,1295.947943,1600.0,2464.1999999999307,training
normal,42,209,1051.273694,1600.0,2498.1999999999307,training
normal,42,210,264.07298,1600.0,2475.8999999999305,training
normal,42,211,1242.902364,1600.0,2469.8999999999314,training
normal,42,212,-503.52764,1600.0,2503.4999999999304,training
normal,42,213,390.953625,1600.0,2526.699999999928,training
normal,42,214,-158.564488,66.0,102.80000000000005,training
normal,42,215,930.141701,1600.0,2489.99999999993,training
